date,product_id,product_name,category,quantity,unit_price,total_price,profit,customer_id,payment_method
2024-05-28,7,Product G,Food,4,18,72,32,50,Cash
2024-05-28,1,Product A,Electronics,4,200,800,320,22,Cash
2024-05-28,1,Product A,Electronics,5,200,1000,400,26,Digital Wallet
2024-05-28,7,Product G,Food,4,18,72,32,48,Cash
2024-05-28,2,Product B,Electronics,2,150,300,140,14,Cash
2024-05-28,4,Product D,Clothing,4,45,180,80,35,Digital Wallet
2024-05-28,7,Product G,Food,1,18,18,8,39,Cash
2024-05-28,8,Product H,Food,3,10,30,15,43,Digital Wallet
2024-05-28,7,Product G,Food,2,18,36,16,29,Digital Wallet
2024-05-28,8,Product H,Food,5,10,50,25,27,Cash
2024-05-28,4,Product D,Clothing,3,45,135,60,46,Digital Wallet
2024-05-28,1,Product A,Electronics,4,200,800,320,20,Credit Card
2024-05-28,4,Product D,Clothing,1,45,45,20,20,Cash
2024-05-28,3,Product C,Clothing,5,60,300,150,4,Cash
2024-05-28,3,Product C,Clothing,2,60,120,60,6,Credit Card
2024-05-28,3,Product C,Clothing,1,60,60,30,33,Cash
2024-05-28,4,Product D,Clothing,1,45,45,20,8,Digital Wallet
2024-05-28,7,Product G,Food,2,18,36,16,38,Digital Wallet
2024-05-28,1,Product A,Electronics,1,200,200,80,23,Cash
2024-05-29,7,Product G,Food,3,18,54,24,7,Credit Card
2024-05-29,1,Product A,Electronics,5,200,1000,400,47,Credit Card
2024-05-29,1,Product A,Electronics,4,200,800,320,9,Cash
2024-05-29,4,Product D,Clothing,3,45,135,60,3,Credit Card
2024-05-29,7,Product G,Food,2,18,36,16,36,Cash
2024-05-29,3,Product C,Clothing,1,60,60,30,29,Cash
2024-05-29,4,Product D,Clothing,2,45,90,40,50,Cash
2024-05-29,8,Product H,Food,4,10,40,20,24,Digital Wallet
2024-05-29,4,Product D,Clothing,4,45,180,80,39,Digital Wallet
2024-05-29,1,Product A,Electronics,4,200,800,320,27,Credit Card
2024-05-29,6,Product F,Home,1,120,120,50,11,Digital Wallet
2024-05-29,1,Product A,Electronics,4,200,800,320,14,Credit Card
2024-05-29,4,Product D,Clothing,2,45,90,40,42,Credit Card
2024-05-29,4,Product D,Clothing,5,45,225,100,32,Digital Wallet
2024-05-29,6,Product F,Home,3,120,360,150,20,Digital Wallet
2024-05-29,8,Product H,Food,3,10,30,15,20,Credit Card
2024-05-29,8,Product H,Food,5,10,50,25,34,Cash
2024-05-29,6,Product F,Home,1,120,120,50,36,Cash
2024-05-29,6,Product F,Home,3,120,360,150,30,Credit Card
2024-05-29,2,Product B,Electronics,4,150,600,280,11,Credit Card
2024-05-29,4,Product D,Clothing,2,45,90,40,7,Digital Wallet
2024-05-29,1,Product A,Electronics,3,200,600,240,6,Cash
2024-05-30,1,Product A,Electronics,5,200,1000,400,26,Credit Card
2024-05-30,1,Product A,Electronics,2,200,400,160,46,Cash
2024-05-30,1,Product A,Electronics,5,200,1000,400,43,Digital Wallet
2024-05-30,7,Product G,Food,5,18,90,40,14,Credit Card
2024-05-30,2,Product B,Electronics,2,150,300,140,42,Cash
2024-05-30,6,Product F,Home,2,120,240,100,7,Credit Card
2024-05-30,4,Product D,Clothing,3,45,135,60,48,Digital Wallet
2024-05-30,3,Product C,Clothing,1,60,60,30,31,Cash
2024-05-30,6,Product F,Home,4,120,480,200,4,Digital Wallet
2024-05-30,5,Product E,Home,1,90,90,40,36,Cash
2024-05-30,2,Product B,Electronics,3,150,450,210,17,Credit Card
2024-05-30,7,Product G,Food,1,18,18,8,40,Credit Card
2024-05-30,6,Product F,Home,2,120,240,100,2,Credit Card
2024-05-30,5,Product E,Home,3,90,270,120,22,Cash
2024-05-30,7,Product G,Food,1,18,18,8,30,Cash
2024-05-30,5,Product E,Home,2,90,180,80,25,Digital Wallet
2024-05-30,5,Product E,Home,5,90,450,200,45,Cash
2024-05-30,8,Product H,Food,5,10,50,25,22,Cash
2024-05-30,4,Product D,Clothing,2,45,90,40,6,Credit Card
2024-05-30,3,Product C,Clothing,3,60,180,90,21,Credit Card
2024-05-30,6,Product F,Home,3,120,360,150,22,Credit Card
2024-05-30,6,Product F,Home,4,120,480,200,17,Cash
2024-05-30,3,Product C,Clothing,2,60,120,60,8,Cash
2024-05-30,3,Product C,Clothing,1,60,60,30,10,Credit Card
2024-05-30,3,Product C,Clothing,3,60,180,90,44,Digital Wallet
2024-05-30,6,Product F,Home,1,120,120,50,15,Cash
2024-05-30,5,Product E,Home,2,90,180,80,26,Credit Card
2024-05-31,1,Product A,Electronics,5,200,1000,400,18,Cash
2024-05-31,6,Product F,Home,5,120,600,250,5,Credit Card
2024-05-31,2,Product B,Electronics,3,150,450,210,47,Credit Card
2024-05-31,3,Product C,Clothing,2,60,120,60,36,Digital Wallet
2024-05-31,3,Product C,Clothing,5,60,300,150,48,Digital Wallet
2024-05-31,1,Product A,Electronics,4,200,800,320,4,Credit Card
2024-05-31,4,Product D,Clothing,3,45,135,60,45,Digital Wallet
2024-05-31,7,Product G,Food,2,18,36,16,28,Credit Card
2024-05-31,2,Product B,Electronics,3,150,450,210,1,Credit Card
2024-05-31,8,Product H,Food,1,10,10,5,21,Digital Wallet
2024-05-31,8,Product H,Food,5,10,50,25,17,Cash
2024-05-31,5,Product E,Home,4,90,360,160,47,Digital Wallet
2024-05-31,5,Product E,Home,1,90,90,40,42,Credit Card
2024-05-31,6,Product F,Home,5,120,600,250,46,Digital Wallet
2024-06-01,1,Product A,Electronics,3,200,600,240,12,Credit Card
2024-06-01,2,Product B,Electronics,2,150,300,140,49,Digital Wallet
2024-06-01,1,Product A,Electronics,4,200,800,320,34,Digital Wallet
2024-06-01,4,Product D,Clothing,1,45,45,20,44,Credit Card
2024-06-01,1,Product A,Electronics,1,200,200,80,45,Digital Wallet
2024-06-01,7,Product G,Food,1,18,18,8,8,Credit Card
2024-06-02,2,Product B,Electronics,2,150,300,140,47,Cash
2024-06-02,3,Product C,Clothing,3,60,180,90,10,Credit Card
2024-06-02,7,Product G,Food,2,18,36,16,13,Cash
2024-06-02,3,Product C,Clothing,1,60,60,30,43,Digital Wallet
2024-06-02,4,Product D,Clothing,1,45,45,20,28,Cash
2024-06-02,1,Product A,Electronics,5,200,1000,400,17,Digital Wallet
2024-06-02,1,Product A,Electronics,4,200,800,320,35,Digital Wallet
2024-06-02,1,Product A,Electronics,2,200,400,160,25,Credit Card
2024-06-02,7,Product G,Food,4,18,72,32,39,Credit Card
2024-06-02,5,Product E,Home,1,90,90,40,14,Cash
2024-06-02,7,Product G,Food,4,18,72,32,22,Cash
2024-06-02,8,Product H,Food,5,10,50,25,12,Digital Wallet
2024-06-02,5,Product E,Home,2,90,180,80,44,Cash
2024-06-03,7,Product G,Food,4,18,72,32,41,Credit Card
2024-06-03,4,Product D,Clothing,2,45,90,40,22,Cash
2024-06-03,7,Product G,Food,4,18,72,32,14,Credit Card
2024-06-03,8,Product H,Food,5,10,50,25,38,Credit Card
2024-06-03,4,Product D,Clothing,4,45,180,80,31,Digital Wallet
2024-06-03,8,Product H,Food,1,10,10,5,2,Credit Card
2024-06-03,5,Product E,Home,3,90,270,120,37,Digital Wallet
2024-06-03,6,Product F,Home,2,120,240,100,9,Credit Card
2024-06-03,5,Product E,Home,5,90,450,200,4,Credit Card
2024-06-03,2,Product B,Electronics,4,150,600,280,39,Cash
2024-06-03,7,Product G,Food,4,18,72,32,7,Credit Card
2024-06-03,4,Product D,Clothing,1,45,45,20,30,Credit Card
2024-06-03,2,Product B,Electronics,4,150,600,280,25,Credit Card
2024-06-03,4,Product D,Clothing,2,45,90,40,41,Digital Wallet
2024-06-03,7,Product G,Food,5,18,90,40,10,Digital Wallet
2024-06-03,5,Product E,Home,2,90,180,80,44,Digital Wallet
2024-06-03,6,Product F,Home,4,120,480,200,16,Cash
2024-06-03,6,Product F,Home,2,120,240,100,27,Credit Card
2024-06-03,5,Product E,Home,2,90,180,80,15,Credit Card
2024-06-03,4,Product D,Clothing,4,45,180,80,14,Cash
2024-06-03,8,Product H,Food,4,10,40,20,39,Digital Wallet
2024-06-03,5,Product E,Home,3,90,270,120,2,Digital Wallet
2024-06-03,1,Product A,Electronics,1,200,200,80,37,Cash
2024-06-03,8,Product H,Food,1,10,10,5,30,Digital Wallet
2024-06-03,5,Product E,Home,2,90,180,80,34,Credit Card
2024-06-03,3,Product C,Clothing,1,60,60,30,30,Credit Card
2024-06-03,1,Product A,Electronics,5,200,1000,400,16,Digital Wallet
2024-06-03,5,Product E,Home,3,90,270,120,6,Credit Card
2024-06-04,6,Product F,Home,4,120,480,200,6,Credit Card
2024-06-04,8,Product H,Food,1,10,10,5,41,Digital Wallet
2024-06-04,5,Product E,Home,1,90,90,40,21,Cash
2024-06-04,4,Product D,Clothing,4,45,180,80,22,Credit Card
2024-06-04,6,Product F,Home,2,120,240,100,18,Digital Wallet
2024-06-04,5,Product E,Home,3,90,270,120,13,Cash
2024-06-04,1,Product A,Electronics,1,200,200,80,31,Digital Wallet
2024-06-04,5,Product E,Home,5,90,450,200,1,Credit Card
2024-06-04,8,Product H,Food,3,10,30,15,44,Digital Wallet
2024-06-04,1,Product A,Electronics,3,200,600,240,38,Digital Wallet
2024-06-04,7,Product G,Food,5,18,90,40,40,Digital Wallet
2024-06-04,1,Product A,Electronics,2,200,400,160,18,Cash
2024-06-04,1,Product A,Electronics,1,200,200,80,16,Digital Wallet
2024-06-04,4,Product D,Clothing,2,45,90,40,44,Digital Wallet
2024-06-04,2,Product B,Electronics,4,150,600,280,19,Digital Wallet
2024-06-04,6,Product F,Home,1,120,120,50,35,Digital Wallet
2024-06-04,7,Product G,Food,4,18,72,32,42,Digital Wallet
2024-06-04,5,Product E,Home,3,90,270,120,37,Credit Card
2024-06-04,6,Product F,Home,4,120,480,200,41,Cash
2024-06-04,1,Product A,Electronics,2,200,400,160,1,Digital Wallet
2024-06-05,3,Product C,Clothing,1,60,60,30,34,Digital Wallet
2024-06-05,8,Product H,Food,5,10,50,25,38,Credit Card
2024-06-05,8,Product H,Food,2,10,20,10,25,Cash
2024-06-05,7,Product G,Food,2,18,36,16,8,Cash
2024-06-05,6,Product F,Home,1,120,120,50,33,Credit Card
2024-06-05,7,Product G,Food,5,18,90,40,4,Digital Wallet
2024-06-05,4,Product D,Clothing,3,45,135,60,49,Digital Wallet
2024-06-05,1,Product A,Electronics,5,200,1000,400,8,Cash
2024-06-05,5,Product E,Home,4,90,360,160,49,Cash
2024-06-05,7,Product G,Food,3,18,54,24,6,Credit Card
2024-06-05,6,Product F,Home,1,120,120,50,47,Cash
2024-06-05,5,Product E,Home,4,90,360,160,35,Cash
2024-06-05,1,Product A,Electronics,4,200,800,320,25,Digital Wallet
2024-06-05,1,Product A,Electronics,3,200,600,240,4,Digital Wallet
2024-06-05,1,Product A,Electronics,1,200,200,80,22,Cash
2024-06-05,7,Product G,Food,3,18,54,24,37,Cash
2024-06-05,3,Product C,Clothing,3,60,180,90,32,Digital Wallet
2024-06-05,2,Product B,Electronics,4,150,600,280,10,Cash
2024-06-06,1,Product A,Electronics,2,200,400,160,46,Credit Card
2024-06-06,5,Product E,Home,1,90,90,40,38,Cash
2024-06-06,6,Product F,Home,2,120,240,100,15,Credit Card
2024-06-06,6,Product F,Home,1,120,120,50,30,Credit Card
2024-06-06,7,Product G,Food,2,18,36,16,35,Digital Wallet
2024-06-06,5,Product E,Home,2,90,180,80,11,Credit Card
2024-06-06,1,Product A,Electronics,2,200,400,160,45,Cash
2024-06-06,6,Product F,Home,4,120,480,200,13,Digital Wallet
2024-06-06,6,Product F,Home,2,120,240,100,9,Credit Card
2024-06-06,4,Product D,Clothing,4,45,180,80,5,Cash
2024-06-06,8,Product H,Food,3,10,30,15,48,Digital Wallet
2024-06-06,1,Product A,Electronics,1,200,200,80,32,Cash
2024-06-06,1,Product A,Electronics,1,200,200,80,19,Credit Card
2024-06-06,8,Product H,Food,2,10,20,10,41,Credit Card
2024-06-06,4,Product D,Clothing,3,45,135,60,36,Cash
2024-06-06,4,Product D,Clothing,2,45,90,40,19,Digital Wallet
2024-06-06,1,Product A,Electronics,3,200,600,240,33,Digital Wallet
2024-06-06,5,Product E,Home,2,90,180,80,50,Cash
2024-06-06,2,Product B,Electronics,5,150,750,350,38,Digital Wallet
2024-06-06,6,Product F,Home,3,120,360,150,39,Credit Card
2024-06-06,1,Product A,Electronics,4,200,800,320,29,Digital Wallet
2024-06-06,8,Product H,Food,4,10,40,20,11,Credit Card
2024-06-06,8,Product H,Food,2,10,20,10,30,Credit Card
2024-06-06,8,Product H,Food,1,10,10,5,6,Cash
2024-06-06,3,Product C,Clothing,5,60,300,150,4,Credit Card
2024-06-06,6,Product F,Home,5,120,600,250,26,Credit Card
2024-06-06,8,Product H,Food,4,10,40,20,45,Credit Card
2024-06-06,5,Product E,Home,4,90,360,160,33,Cash
2024-06-07,2,Product B,Electronics,1,150,150,70,7,Credit Card
2024-06-07,7,Product G,Food,4,18,72,32,33,Cash
2024-06-07,5,Product E,Home,5,90,450,200,34,Cash
2024-06-07,1,Product A,Electronics,3,200,600,240,15,Digital Wallet
2024-06-07,3,Product C,Clothing,2,60,120,60,23,Digital Wallet
2024-06-07,7,Product G,Food,5,18,90,40,39,Digital Wallet
2024-06-07,1,Product A,Electronics,1,200,200,80,16,Digital Wallet
2024-06-07,6,Product F,Home,4,120,480,200,47,Cash
2024-06-07,1,Product A,Electronics,2,200,400,160,17,Digital Wallet
2024-06-07,6,Product F,Home,1,120,120,50,21,Cash
2024-06-07,2,Product B,Electronics,1,150,150,70,42,Cash
2024-06-07,7,Product G,Food,1,18,18,8,49,Cash
2024-06-07,1,Product A,Electronics,1,200,200,80,37,Cash
2024-06-07,4,Product D,Clothing,2,45,90,40,30,Digital Wallet
2024-06-07,7,Product G,Food,3,18,54,24,2,Digital Wallet
2024-06-07,3,Product C,Clothing,2,60,120,60,46,Cash
2024-06-07,6,Product F,Home,3,120,360,150,18,Credit Card
2024-06-07,1,Product A,Electronics,2,200,400,160,29,Cash
2024-06-07,8,Product H,Food,5,10,50,25,30,Digital Wallet
2024-06-07,4,Product D,Clothing,1,45,45,20,14,Digital Wallet
2024-06-07,8,Product H,Food,4,10,40,20,5,Cash
2024-06-07,5,Product E,Home,3,90,270,120,16,Cash
2024-06-07,5,Product E,Home,5,90,450,200,31,Digital Wallet
2024-06-07,7,Product G,Food,4,18,72,32,23,Digital Wallet
2024-06-07,2,Product B,Electronics,3,150,450,210,22,Cash
2024-06-07,2,Product B,Electronics,3,150,450,210,19,Digital Wallet
2024-06-07,3,Product C,Clothing,1,60,60,30,44,Cash
2024-06-08,8,Product H,Food,5,10,50,25,6,Digital Wallet
2024-06-08,7,Product G,Food,1,18,18,8,6,Credit Card
2024-06-08,7,Product G,Food,2,18,36,16,33,Digital Wallet
2024-06-08,7,Product G,Food,4,18,72,32,21,Digital Wallet
2024-06-08,8,Product H,Food,3,10,30,15,46,Digital Wallet
2024-06-08,1,Product A,Electronics,2,200,400,160,9,Digital Wallet
2024-06-08,4,Product D,Clothing,4,45,180,80,26,Digital Wallet
2024-06-09,5,Product E,Home,1,90,90,40,6,Cash
2024-06-09,5,Product E,Home,1,90,90,40,25,Credit Card
2024-06-09,8,Product H,Food,4,10,40,20,37,Cash
2024-06-09,6,Product F,Home,1,120,120,50,34,Credit Card
2024-06-09,1,Product A,Electronics,1,200,200,80,40,Cash
2024-06-09,1,Product A,Electronics,5,200,1000,400,48,Credit Card
2024-06-09,6,Product F,Home,1,120,120,50,27,Credit Card
2024-06-09,7,Product G,Food,3,18,54,24,34,Cash
2024-06-09,7,Product G,Food,5,18,90,40,26,Digital Wallet
2024-06-09,6,Product F,Home,5,120,600,250,24,Cash
2024-06-09,5,Product E,Home,2,90,180,80,50,Cash
2024-06-09,3,Product C,Clothing,4,60,240,120,25,Credit Card
2024-06-09,6,Product F,Home,4,120,480,200,45,Digital Wallet
2024-06-09,8,Product H,Food,3,10,30,15,5,Cash
2024-06-09,5,Product E,Home,5,90,450,200,41,Cash
2024-06-09,7,Product G,Food,5,18,90,40,38,Cash
2024-06-09,2,Product B,Electronics,1,150,150,70,18,Credit Card
2024-06-09,2,Product B,Electronics,4,150,600,280,31,Cash
2024-06-09,7,Product G,Food,5,18,90,40,13,Credit Card
2024-06-09,7,Product G,Food,2,18,36,16,24,Credit Card
2024-06-09,2,Product B,Electronics,3,150,450,210,49,Digital Wallet
2024-06-09,2,Product B,Electronics,4,150,600,280,6,Digital Wallet
2024-06-10,2,Product B,Electronics,2,150,300,140,32,Cash
2024-06-10,5,Product E,Home,1,90,90,40,45,Digital Wallet
2024-06-10,2,Product B,Electronics,4,150,600,280,50,Digital Wallet
2024-06-10,7,Product G,Food,4,18,72,32,36,Credit Card
2024-06-10,5,Product E,Home,5,90,450,200,18,Cash
2024-06-10,6,Product F,Home,3,120,360,150,15,Cash
2024-06-10,8,Product H,Food,3,10,30,15,43,Digital Wallet
2024-06-10,8,Product H,Food,1,10,10,5,32,Credit Card
2024-06-10,8,Product H,Food,2,10,20,10,2,Cash
2024-06-10,5,Product E,Home,2,90,180,80,34,Cash
2024-06-10,7,Product G,Food,1,18,18,8,37,Credit Card
2024-06-10,3,Product C,Clothing,5,60,300,150,29,Digital Wallet
2024-06-10,2,Product B,Electronics,5,150,750,350,12,Digital Wallet
2024-06-10,5,Product E,Home,4,90,360,160,21,Digital Wallet
2024-06-10,4,Product D,Clothing,1,45,45,20,30,Credit Card
2024-06-10,4,Product D,Clothing,4,45,180,80,50,Digital Wallet
2024-06-10,6,Product F,Home,3,120,360,150,20,Credit Card
2024-06-10,3,Product C,Clothing,1,60,60,30,6,Credit Card
2024-06-10,4,Product D,Clothing,1,45,45,20,20,Digital Wallet
2024-06-10,8,Product H,Food,2,10,20,10,5,Digital Wallet
2024-06-11,3,Product C,Clothing,4,60,240,120,7,Credit Card
2024-06-11,5,Product E,Home,4,90,360,160,46,Credit Card
2024-06-11,3,Product C,Clothing,5,60,300,150,17,Cash
2024-06-11,1,Product A,Electronics,4,200,800,320,18,Cash
2024-06-11,8,Product H,Food,5,10,50,25,21,Digital Wallet
2024-06-11,4,Product D,Clothing,3,45,135,60,16,Digital Wallet
2024-06-11,6,Product F,Home,1,120,120,50,25,Cash
2024-06-11,1,Product A,Electronics,1,200,200,80,31,Digital Wallet
2024-06-11,8,Product H,Food,2,10,20,10,11,Cash
2024-06-11,5,Product E,Home,3,90,270,120,33,Cash
2024-06-11,4,Product D,Clothing,2,45,90,40,14,Credit Card
2024-06-11,8,Product H,Food,1,10,10,5,14,Cash
2024-06-11,6,Product F,Home,2,120,240,100,3,Credit Card
2024-06-12,5,Product E,Home,1,90,90,40,36,Cash
2024-06-12,2,Product B,Electronics,3,150,450,210,29,Credit Card
2024-06-12,8,Product H,Food,1,10,10,5,49,Cash
2024-06-12,8,Product H,Food,4,10,40,20,35,Credit Card
2024-06-12,1,Product A,Electronics,4,200,800,320,23,Digital Wallet
2024-06-12,8,Product H,Food,2,10,20,10,20,Cash
2024-06-12,2,Product B,Electronics,5,150,750,350,5,Cash
2024-06-12,4,Product D,Clothing,3,45,135,60,13,Digital Wallet
2024-06-12,3,Product C,Clothing,3,60,180,90,29,Credit Card
2024-06-12,1,Product A,Electronics,1,200,200,80,25,Cash
2024-06-12,6,Product F,Home,3,120,360,150,43,Credit Card
2024-06-12,6,Product F,Home,2,120,240,100,31,Digital Wallet
2024-06-12,3,Product C,Clothing,4,60,240,120,34,Digital Wallet
2024-06-13,1,Product A,Electronics,4,200,800,320,47,Credit Card
2024-06-13,8,Product H,Food,1,10,10,5,15,Cash
2024-06-13,8,Product H,Food,5,10,50,25,28,Cash
2024-06-13,8,Product H,Food,1,10,10,5,46,Credit Card
2024-06-13,6,Product F,Home,4,120,480,200,40,Cash
2024-06-13,1,Product A,Electronics,3,200,600,240,48,Digital Wallet
2024-06-13,1,Product A,Electronics,2,200,400,160,30,Cash
2024-06-13,7,Product G,Food,2,18,36,16,1,Digital Wallet
2024-06-13,5,Product E,Home,2,90,180,80,13,Cash
2024-06-13,1,Product A,Electronics,3,200,600,240,41,Digital Wallet
2024-06-13,1,Product A,Electronics,2,200,400,160,32,Credit Card
2024-06-13,7,Product G,Food,1,18,18,8,19,Cash
2024-06-13,3,Product C,Clothing,3,60,180,90,38,Credit Card
2024-06-13,3,Product C,Clothing,5,60,300,150,38,Digital Wallet
2024-06-13,7,Product G,Food,5,18,90,40,35,Credit Card
2024-06-13,6,Product F,Home,1,120,120,50,12,Credit Card
2024-06-13,1,Product A,Electronics,4,200,800,320,21,Digital Wallet
2024-06-13,6,Product F,Home,5,120,600,250,21,Credit Card
2024-06-13,3,Product C,Clothing,3,60,180,90,50,Cash
2024-06-14,5,Product E,Home,4,90,360,160,10,Credit Card
2024-06-14,2,Product B,Electronics,1,150,150,70,44,Credit Card
2024-06-14,4,Product D,Clothing,3,45,135,60,28,Credit Card
2024-06-14,4,Product D,Clothing,5,45,225,100,19,Digital Wallet
2024-06-14,2,Product B,Electronics,2,150,300,140,18,Cash
2024-06-14,6,Product F,Home,2,120,240,100,10,Digital Wallet
2024-06-14,8,Product H,Food,5,10,50,25,16,Credit Card
2024-06-14,2,Product B,Electronics,3,150,450,210,16,Credit Card
2024-06-14,4,Product D,Clothing,3,45,135,60,35,Credit Card
2024-06-14,5,Product E,Home,2,90,180,80,32,Credit Card
2024-06-14,6,Product F,Home,5,120,600,250,1,Credit Card
2024-06-14,5,Product E,Home,2,90,180,80,9,Cash
2024-06-14,3,Product C,Clothing,3,60,180,90,5,Credit Card
2024-06-14,5,Product E,Home,3,90,270,120,46,Credit Card
2024-06-14,3,Product C,Clothing,1,60,60,30,40,Credit Card
2024-06-14,2,Product B,Electronics,5,150,750,350,50,Digital Wallet
2024-06-14,3,Product C,Clothing,2,60,120,60,10,Cash
2024-06-14,2,Product B,Electronics,3,150,450,210,16,Digital Wallet
2024-06-14,2,Product B,Electronics,5,150,750,350,19,Cash
2024-06-14,1,Product A,Electronics,2,200,400,160,1,Digital Wallet
2024-06-14,1,Product A,Electronics,2,200,400,160,8,Cash
2024-06-14,3,Product C,Clothing,2,60,120,60,31,Digital Wallet
2024-06-14,3,Product C,Clothing,3,60,180,90,10,Digital Wallet
2024-06-14,1,Product A,Electronics,3,200,600,240,17,Credit Card
2024-06-14,4,Product D,Clothing,2,45,90,40,31,Cash
2024-06-14,4,Product D,Clothing,2,45,90,40,31,Digital Wallet
2024-06-14,1,Product A,Electronics,4,200,800,320,38,Digital Wallet
2024-06-15,3,Product C,Clothing,5,60,300,150,8,Credit Card
2024-06-15,6,Product F,Home,1,120,120,50,42,Digital Wallet
2024-06-15,2,Product B,Electronics,5,150,750,350,36,Cash
2024-06-15,5,Product E,Home,3,90,270,120,28,Cash
2024-06-15,5,Product E,Home,4,90,360,160,34,Credit Card
2024-06-15,3,Product C,Clothing,5,60,300,150,11,Cash
2024-06-15,7,Product G,Food,5,18,90,40,23,Digital Wallet
2024-06-15,1,Product A,Electronics,5,200,1000,400,18,Credit Card
2024-06-15,8,Product H,Food,4,10,40,20,8,Credit Card
2024-06-15,2,Product B,Electronics,5,150,750,350,24,Digital Wallet
2024-06-15,8,Product H,Food,2,10,20,10,42,Cash
2024-06-15,8,Product H,Food,1,10,10,5,28,Cash
2024-06-15,7,Product G,Food,5,18,90,40,46,Digital Wallet
2024-06-15,3,Product C,Clothing,1,60,60,30,28,Cash
2024-06-15,6,Product F,Home,3,120,360,150,25,Cash
2024-06-15,4,Product D,Clothing,2,45,90,40,3,Cash
2024-06-15,3,Product C,Clothing,1,60,60,30,34,Digital Wallet
2024-06-16,5,Product E,Home,4,90,360,160,50,Cash
2024-06-16,8,Product H,Food,2,10,20,10,17,Cash
2024-06-16,7,Product G,Food,1,18,18,8,25,Cash
2024-06-16,2,Product B,Electronics,1,150,150,70,7,Digital Wallet
2024-06-16,5,Product E,Home,5,90,450,200,11,Digital Wallet
2024-06-16,7,Product G,Food,1,18,18,8,18,Digital Wallet
2024-06-16,2,Product B,Electronics,5,150,750,350,37,Cash
2024-06-16,1,Product A,Electronics,2,200,400,160,3,Digital Wallet
2024-06-16,1,Product A,Electronics,3,200,600,240,50,Cash
2024-06-16,7,Product G,Food,1,18,18,8,18,Credit Card
2024-06-16,6,Product F,Home,3,120,360,150,31,Digital Wallet
2024-06-16,6,Product F,Home,4,120,480,200,31,Credit Card
2024-06-16,2,Product B,Electronics,4,150,600,280,22,Credit Card
2024-06-16,2,Product B,Electronics,2,150,300,140,47,Digital Wallet
2024-06-16,6,Product F,Home,2,120,240,100,42,Credit Card
2024-06-16,5,Product E,Home,2,90,180,80,1,Credit Card
2024-06-16,3,Product C,Clothing,1,60,60,30,38,Digital Wallet
2024-06-16,1,Product A,Electronics,2,200,400,160,32,Digital Wallet
2024-06-16,6,Product F,Home,3,120,360,150,3,Credit Card
2024-06-16,5,Product E,Home,1,90,90,40,1,Credit Card
2024-06-16,8,Product H,Food,2,10,20,10,24,Digital Wallet
2024-06-16,4,Product D,Clothing,5,45,225,100,49,Credit Card
2024-06-16,4,Product D,Clothing,2,45,90,40,11,Cash
2024-06-16,1,Product A,Electronics,3,200,600,240,7,Credit Card
2024-06-17,4,Product D,Clothing,1,45,45,20,30,Digital Wallet
2024-06-17,6,Product F,Home,3,120,360,150,28,Credit Card
2024-06-17,3,Product C,Clothing,3,60,180,90,24,Cash
2024-06-17,6,Product F,Home,5,120,600,250,33,Digital Wallet
2024-06-17,4,Product D,Clothing,2,45,90,40,50,Digital Wallet
2024-06-17,7,Product G,Food,2,18,36,16,40,Cash
2024-06-17,7,Product G,Food,2,18,36,16,25,Cash
2024-06-17,5,Product E,Home,4,90,360,160,42,Credit Card
2024-06-17,6,Product F,Home,4,120,480,200,20,Digital Wallet
2024-06-17,8,Product H,Food,4,10,40,20,2,Digital Wallet
2024-06-17,2,Product B,Electronics,4,150,600,280,11,Credit Card
2024-06-17,7,Product G,Food,5,18,90,40,40,Digital Wallet
2024-06-18,2,Product B,Electronics,1,150,150,70,48,Credit Card
2024-06-18,3,Product C,Clothing,2,60,120,60,8,Credit Card
2024-06-18,8,Product H,Food,5,10,50,25,8,Cash
2024-06-18,8,Product H,Food,1,10,10,5,27,Cash
2024-06-18,8,Product H,Food,5,10,50,25,20,Cash
2024-06-18,8,Product H,Food,1,10,10,5,40,Credit Card
2024-06-18,7,Product G,Food,3,18,54,24,42,Digital Wallet
2024-06-18,4,Product D,Clothing,3,45,135,60,38,Cash
2024-06-18,8,Product H,Food,1,10,10,5,33,Credit Card
2024-06-18,5,Product E,Home,4,90,360,160,25,Credit Card
2024-06-18,6,Product F,Home,1,120,120,50,28,Digital Wallet
2024-06-18,8,Product H,Food,2,10,20,10,16,Cash
2024-06-18,7,Product G,Food,4,18,72,32,7,Credit Card
2024-06-18,7,Product G,Food,5,18,90,40,18,Cash
2024-06-18,6,Product F,Home,3,120,360,150,6,Digital Wallet
2024-06-18,6,Product F,Home,1,120,120,50,14,Cash
2024-06-18,8,Product H,Food,5,10,50,25,30,Digital Wallet
2024-06-18,8,Product H,Food,1,10,10,5,17,Cash
2024-06-18,1,Product A,Electronics,1,200,200,80,31,Credit Card
2024-06-18,1,Product A,Electronics,3,200,600,240,40,Credit Card
2024-06-19,1,Product A,Electronics,4,200,800,320,31,Digital Wallet
2024-06-19,6,Product F,Home,3,120,360,150,10,Credit Card
2024-06-19,6,Product F,Home,5,120,600,250,21,Cash
2024-06-19,2,Product B,Electronics,4,150,600,280,25,Cash
2024-06-19,7,Product G,Food,1,18,18,8,10,Credit Card
2024-06-19,1,Product A,Electronics,3,200,600,240,14,Credit Card
2024-06-19,5,Product E,Home,2,90,180,80,10,Credit Card
